SOLVER,BENCHMARK,DESC,STATUS
Vampire_c,nat/add_assoc_1var_5occ/18,$\forall v_{0}.(v_{0} + (((v_{0} + v_{0}) + v_{0}) + v_{0}) = ((v_{0} + v_{0}) + v_{0}) + (v_{0} + v_{0}))$,FAILED
Vampire_c,nat/add_assoc_1var_5occ/19,$\forall v_{0}.((v_{0} + v_{0}) + (v_{0} + (v_{0} + v_{0})) = (v_{0} + ((v_{0} + v_{0}) + v_{0})) + v_{0})$,FAILED
Vampire_c,nat/add_assoc_1var_5occ/2,$\forall v_{0}.(v_{0} + ((v_{0} + v_{0}) + (v_{0} + v_{0})) = v_{0} + (v_{0} + ((v_{0} + v_{0}) + v_{0})))$,FAILED
Vampire_c,nat/add_assoc_1var_5occ/20,$\forall v_{0}.((v_{0} + ((v_{0} + v_{0}) + v_{0})) + v_{0} = ((v_{0} + v_{0}) + v_{0}) + (v_{0} + v_{0}))$,FAILED
Vampire_c,nat/add_assoc_1var_5occ/21,$\forall v_{0}.(v_{0} + ((v_{0} + v_{0}) + (v_{0} + v_{0})) = ((v_{0} + v_{0}) + (v_{0} + v_{0})) + v_{0})$,FAILED
Vampire_c,nat/add_assoc_1var_5occ/22,$\forall v_{0}.((v_{0} + v_{0}) + (v_{0} + (v_{0} + v_{0})) = v_{0} + (v_{0} + ((v_{0} + v_{0}) + v_{0})))$,FAILED
Vampire_c,nat/add_assoc_1var_5occ/23,$\forall v_{0}.(((v_{0} + v_{0}) + (v_{0} + v_{0})) + v_{0} = ((v_{0} + v_{0}) + v_{0}) + (v_{0} + v_{0}))$,FAILED
Vampire_c,nat/add_assoc_1var_5occ/24,$\forall v_{0}.(v_{0} + (v_{0} + (v_{0} + (v_{0} + v_{0}))) = (v_{0} + v_{0}) + (v_{0} + (v_{0} + v_{0})))$,FAILED
Vampire_c,nat/add_assoc_1var_5occ/25,$\forall v_{0}.((v_{0} + (v_{0} + (v_{0} + v_{0}))) + v_{0} = v_{0} + ((v_{0} + v_{0}) + (v_{0} + v_{0})))$,FAILED
Vampire_c,nat/add_assoc_1var_5occ/26,$\forall v_{0}.((v_{0} + ((v_{0} + v_{0}) + v_{0})) + v_{0} = v_{0} + (v_{0} + (v_{0} + (v_{0} + v_{0}))))$,FAILED
Vampire_c,nat/add_assoc_1var_5occ/27,$\forall v_{0}.(v_{0} + ((v_{0} + v_{0}) + (v_{0} + v_{0})) = (v_{0} + (v_{0} + v_{0})) + (v_{0} + v_{0}))$,FAILED
Vampire_c,nat/add_assoc_1var_5occ/28,$\forall v_{0}.(v_{0} + (((v_{0} + v_{0}) + v_{0}) + v_{0}) = (v_{0} + (v_{0} + v_{0})) + (v_{0} + v_{0}))$,FAILED
Vampire_c,nat/add_assoc_1var_5occ/29,$\forall v_{0}.((v_{0} + (v_{0} + (v_{0} + v_{0}))) + v_{0} = ((v_{0} + v_{0}) + v_{0}) + (v_{0} + v_{0}))$,FAILED
Vampire_c,nat/add_assoc_1var_5occ/3,$\forall v_{0}.((v_{0} + v_{0}) + (v_{0} + (v_{0} + v_{0})) = v_{0} + ((v_{0} + (v_{0} + v_{0})) + v_{0}))$,FAILED
Vampire_c,nat/add_assoc_1var_5occ/30,$\forall v_{0}.(v_{0} + ((v_{0} + v_{0}) + (v_{0} + v_{0})) = (v_{0} + v_{0}) + (v_{0} + (v_{0} + v_{0})))$,FAILED
Vampire_c,nat/add_assoc_1var_5occ/31,$\forall v_{0}.((v_{0} + v_{0}) + ((v_{0} + v_{0}) + v_{0}) = ((v_{0} + (v_{0} + v_{0})) + v_{0}) + v_{0})$,FAILED
Vampire_c,nat/add_assoc_1var_5occ/32,$\forall v_{0}.(v_{0} + ((v_{0} + (v_{0} + v_{0})) + v_{0}) = ((v_{0} + v_{0}) + (v_{0} + v_{0})) + v_{0})$,FAILED
Vampire_c,nat/add_assoc_1var_5occ/33,$\forall v_{0}.(v_{0} + ((v_{0} + (v_{0} + v_{0})) + v_{0}) = v_{0} + (v_{0} + (v_{0} + (v_{0} + v_{0}))))$,FAILED
Vampire_c,nat/add_assoc_1var_5occ/34,$\forall v_{0}.(v_{0} + (v_{0} + ((v_{0} + v_{0}) + v_{0})) = (v_{0} + v_{0}) + ((v_{0} + v_{0}) + v_{0}))$,FAILED
Vampire_c,nat/add_assoc_1var_5occ/35,$\forall v_{0}.(v_{0} + ((v_{0} + (v_{0} + v_{0})) + v_{0}) = (v_{0} + (v_{0} + v_{0})) + (v_{0} + v_{0}))$,FAILED
Vampire_c,nat/add_assoc_1var_5occ/36,$\forall v_{0}.((v_{0} + v_{0}) + (v_{0} + (v_{0} + v_{0})) = ((v_{0} + (v_{0} + v_{0})) + v_{0}) + v_{0})$,FAILED
Vampire_c,nat/add_assoc_1var_5occ/37,$\forall v_{0}.(v_{0} + ((v_{0} + (v_{0} + v_{0})) + v_{0}) = v_{0} + ((v_{0} + v_{0}) + (v_{0} + v_{0})))$,FAILED
Vampire_c,nat/add_assoc_1var_5occ/38,$\forall v_{0}.((v_{0} + v_{0}) + ((v_{0} + v_{0}) + v_{0}) = ((v_{0} + v_{0}) + v_{0}) + (v_{0} + v_{0}))$,FAILED
Vampire_c,nat/add_assoc_1var_5occ/39,$\forall v_{0}.(((v_{0} + (v_{0} + v_{0})) + v_{0}) + v_{0} = v_{0} + ((v_{0} + v_{0}) + (v_{0} + v_{0})))$,FAILED
Vampire_c,nat/add_assoc_1var_5occ/4,$\forall v_{0}.((v_{0} + v_{0}) + (v_{0} + (v_{0} + v_{0})) = ((v_{0} + v_{0}) + (v_{0} + v_{0})) + v_{0})$,FAILED
Vampire_c,nat/add_assoc_1var_5occ/40,$\forall v_{0}.((v_{0} + v_{0}) + ((v_{0} + v_{0}) + v_{0}) = (v_{0} + (v_{0} + (v_{0} + v_{0}))) + v_{0})$,FAILED
Vampire_c,nat/add_assoc_1var_5occ/41,$\forall v_{0}.((((v_{0} + v_{0}) + v_{0}) + v_{0}) + v_{0} = v_{0} + (v_{0} + ((v_{0} + v_{0}) + v_{0})))$,FAILED
Vampire_c,nat/add_assoc_1var_5occ/42,$\forall v_{0}.(v_{0} + (v_{0} + (v_{0} + (v_{0} + v_{0}))) = v_{0} + ((v_{0} + v_{0}) + (v_{0} + v_{0})))$,FAILED
Vampire_c,nat/add_assoc_1var_5occ/43,$\forall v_{0}.((((v_{0} + v_{0}) + v_{0}) + v_{0}) + v_{0} = v_{0} + ((v_{0} + (v_{0} + v_{0})) + v_{0}))$,FAILED
Vampire_c,nat/add_assoc_1var_5occ/44,$\forall v_{0}.(v_{0} + ((v_{0} + v_{0}) + (v_{0} + v_{0})) = ((v_{0} + v_{0}) + v_{0}) + (v_{0} + v_{0}))$,FAILED
Vampire_c,nat/add_assoc_1var_5occ/45,$\forall v_{0}.((v_{0} + (v_{0} + v_{0})) + (v_{0} + v_{0}) = (v_{0} + v_{0}) + (v_{0} + (v_{0} + v_{0})))$,FAILED
Vampire_c,nat/add_assoc_1var_5occ/46,$\forall v_{0}.(v_{0} + (v_{0} + ((v_{0} + v_{0}) + v_{0})) = (v_{0} + (v_{0} + v_{0})) + (v_{0} + v_{0}))$,FAILED
Vampire_c,nat/add_assoc_1var_5occ/47,$\forall v_{0}.((v_{0} + (v_{0} + (v_{0} + v_{0}))) + v_{0} = ((v_{0} + v_{0}) + (v_{0} + v_{0})) + v_{0})$,FAILED
Vampire_c,nat/add_assoc_1var_5occ/48,$\forall v_{0}.(v_{0} + (((v_{0} + v_{0}) + v_{0}) + v_{0}) = (v_{0} + v_{0}) + ((v_{0} + v_{0}) + v_{0}))$,FAILED
Vampire_c,nat/add_assoc_1var_5occ/49,$\forall v_{0}.(v_{0} + (v_{0} + (v_{0} + (v_{0} + v_{0}))) = ((v_{0} + v_{0}) + v_{0}) + (v_{0} + v_{0}))$,FAILED
Vampire_c,nat/add_assoc_1var_5occ/5,$\forall v_{0}.((((v_{0} + v_{0}) + v_{0}) + v_{0}) + v_{0} = (v_{0} + v_{0}) + (v_{0} + (v_{0} + v_{0})))$,FAILED
Vampire_c,nat/add_assoc_1var_5occ/6,$\forall v_{0}.(v_{0} + ((v_{0} + v_{0}) + (v_{0} + v_{0})) = (v_{0} + v_{0}) + ((v_{0} + v_{0}) + v_{0}))$,FAILED
Vampire_c,nat/add_assoc_1var_5occ/7,$\forall v_{0}.(((v_{0} + v_{0}) + (v_{0} + v_{0})) + v_{0} = (v_{0} + v_{0}) + ((v_{0} + v_{0}) + v_{0}))$,FAILED
Vampire_c,nat/add_assoc_1var_5occ/8,$\forall v_{0}.((v_{0} + (v_{0} + v_{0})) + (v_{0} + v_{0}) = ((v_{0} + v_{0}) + v_{0}) + (v_{0} + v_{0}))$,FAILED
Vampire_c,nat/add_assoc_1var_5occ/9,$\forall v_{0}.((((v_{0} + v_{0}) + v_{0}) + v_{0}) + v_{0} = ((v_{0} + v_{0}) + (v_{0} + v_{0})) + v_{0})$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/0,$\forall v_{0}.((v_{0} + ((v_{0} + v_{0}) + v_{0})) + (v_{0} + v_{0}) = ((v_{0} + v_{0}) + ((v_{0} + v_{0}) + v_{0})) + v_{0})$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/1,$\forall v_{0}.(v_{0} + ((v_{0} + v_{0}) + ((v_{0} + v_{0}) + v_{0})) = (v_{0} + v_{0}) + (((v_{0} + v_{0}) + v_{0}) + v_{0}))$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/10,$\forall v_{0}.(((v_{0} + ((v_{0} + v_{0}) + v_{0})) + v_{0}) + v_{0} = (v_{0} + ((v_{0} + v_{0}) + (v_{0} + v_{0}))) + v_{0})$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/11,$\forall v_{0}.((v_{0} + (((v_{0} + v_{0}) + v_{0}) + v_{0})) + v_{0} = (((v_{0} + v_{0}) + (v_{0} + v_{0})) + v_{0}) + v_{0})$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/12,$\forall v_{0}.((v_{0} + (v_{0} + (v_{0} + v_{0}))) + (v_{0} + v_{0}) = (v_{0} + ((v_{0} + v_{0}) + v_{0})) + (v_{0} + v_{0}))$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/13,$\forall v_{0}.((v_{0} + v_{0}) + ((v_{0} + v_{0}) + (v_{0} + v_{0})) = v_{0} + ((v_{0} + (v_{0} + v_{0})) + (v_{0} + v_{0})))$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/14,$\forall v_{0}.(((v_{0} + v_{0}) + v_{0}) + ((v_{0} + v_{0}) + v_{0}) = (v_{0} + (v_{0} + v_{0})) + (v_{0} + (v_{0} + v_{0})))$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/15,$\forall v_{0}.((v_{0} + v_{0}) + ((v_{0} + v_{0}) + (v_{0} + v_{0})) = (((v_{0} + v_{0}) + (v_{0} + v_{0})) + v_{0}) + v_{0})$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/16,$\forall v_{0}.(((v_{0} + v_{0}) + (v_{0} + v_{0})) + (v_{0} + v_{0}) = ((v_{0} + (v_{0} + v_{0})) + v_{0}) + (v_{0} + v_{0}))$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/17,$\forall v_{0}.(((v_{0} + v_{0}) + v_{0}) + (v_{0} + (v_{0} + v_{0})) = (v_{0} + v_{0}) + ((v_{0} + (v_{0} + v_{0})) + v_{0}))$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/18,$\forall v_{0}.((v_{0} + v_{0}) + (v_{0} + (v_{0} + (v_{0} + v_{0}))) = (((v_{0} + v_{0}) + v_{0}) + v_{0}) + (v_{0} + v_{0}))$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/19,$\forall v_{0}.((v_{0} + (v_{0} + ((v_{0} + v_{0}) + v_{0}))) + v_{0} = ((v_{0} + (v_{0} + v_{0})) + v_{0}) + (v_{0} + v_{0}))$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/2,$\forall v_{0}.((v_{0} + v_{0}) + (v_{0} + (v_{0} + (v_{0} + v_{0}))) = v_{0} + ((v_{0} + v_{0}) + (v_{0} + (v_{0} + v_{0}))))$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/20,$\forall v_{0}.(v_{0} + (((v_{0} + v_{0}) + v_{0}) + (v_{0} + v_{0})) = (v_{0} + (v_{0} + v_{0})) + (v_{0} + (v_{0} + v_{0})))$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/21,$\forall v_{0}.(((v_{0} + v_{0}) + (v_{0} + v_{0})) + (v_{0} + v_{0}) = (((v_{0} + v_{0}) + v_{0}) + (v_{0} + v_{0})) + v_{0})$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/22,$\forall v_{0}.(v_{0} + ((v_{0} + (v_{0} + v_{0})) + (v_{0} + v_{0})) = v_{0} + ((v_{0} + v_{0}) + (v_{0} + (v_{0} + v_{0}))))$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/23,$\forall v_{0}.(v_{0} + ((v_{0} + (v_{0} + v_{0})) + (v_{0} + v_{0})) = (v_{0} + (v_{0} + (v_{0} + v_{0}))) + (v_{0} + v_{0}))$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/24,$\forall v_{0}.((v_{0} + (v_{0} + (v_{0} + (v_{0} + v_{0})))) + v_{0} = ((v_{0} + v_{0}) + v_{0}) + ((v_{0} + v_{0}) + v_{0}))$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/25,$\forall v_{0}.((v_{0} + ((v_{0} + v_{0}) + (v_{0} + v_{0}))) + v_{0} = ((v_{0} + v_{0}) + v_{0}) + ((v_{0} + v_{0}) + v_{0}))$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/26,$\forall v_{0}.(v_{0} + (v_{0} + (v_{0} + ((v_{0} + v_{0}) + v_{0}))) = (((v_{0} + v_{0}) + v_{0}) + (v_{0} + v_{0})) + v_{0})$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/27,$\forall v_{0}.((v_{0} + v_{0}) + (((v_{0} + v_{0}) + v_{0}) + v_{0}) = (v_{0} + ((v_{0} + v_{0}) + (v_{0} + v_{0}))) + v_{0})$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/28,$\forall v_{0}.((v_{0} + (v_{0} + v_{0})) + ((v_{0} + v_{0}) + v_{0}) = ((v_{0} + (v_{0} + v_{0})) + v_{0}) + (v_{0} + v_{0}))$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/29,$\forall v_{0}.(v_{0} + (v_{0} + ((v_{0} + (v_{0} + v_{0})) + v_{0})) = (v_{0} + ((v_{0} + v_{0}) + v_{0})) + (v_{0} + v_{0}))$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/3,$\forall v_{0}.(v_{0} + (((v_{0} + v_{0}) + (v_{0} + v_{0})) + v_{0}) = (((v_{0} + v_{0}) + v_{0}) + v_{0}) + (v_{0} + v_{0}))$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/30,$\forall v_{0}.(((v_{0} + v_{0}) + v_{0}) + (v_{0} + (v_{0} + v_{0})) = (v_{0} + v_{0}) + (v_{0} + ((v_{0} + v_{0}) + v_{0})))$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/31,$\forall v_{0}.((v_{0} + v_{0}) + (v_{0} + ((v_{0} + v_{0}) + v_{0})) = v_{0} + (((v_{0} + v_{0}) + (v_{0} + v_{0})) + v_{0}))$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/32,$\forall v_{0}.(((((v_{0} + v_{0}) + v_{0}) + v_{0}) + v_{0}) + v_{0} = v_{0} + ((v_{0} + v_{0}) + ((v_{0} + v_{0}) + v_{0})))$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/33,$\forall v_{0}.((v_{0} + v_{0}) + ((v_{0} + v_{0}) + (v_{0} + v_{0})) = v_{0} + ((v_{0} + v_{0}) + (v_{0} + (v_{0} + v_{0}))))$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/34,$\forall v_{0}.((((v_{0} + v_{0}) + v_{0}) + v_{0}) + (v_{0} + v_{0}) = (((v_{0} + v_{0}) + (v_{0} + v_{0})) + v_{0}) + v_{0})$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/35,$\forall v_{0}.(v_{0} + (((v_{0} + v_{0}) + (v_{0} + v_{0})) + v_{0}) = (v_{0} + (v_{0} + (v_{0} + v_{0}))) + (v_{0} + v_{0}))$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/36,$\forall v_{0}.(((v_{0} + v_{0}) + (v_{0} + (v_{0} + v_{0}))) + v_{0} = ((v_{0} + v_{0}) + (v_{0} + v_{0})) + (v_{0} + v_{0}))$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/37,$\forall v_{0}.((v_{0} + v_{0}) + (((v_{0} + v_{0}) + v_{0}) + v_{0}) = (v_{0} + v_{0}) + (v_{0} + ((v_{0} + v_{0}) + v_{0})))$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/38,$\forall v_{0}.((v_{0} + (v_{0} + v_{0})) + ((v_{0} + v_{0}) + v_{0}) = v_{0} + ((((v_{0} + v_{0}) + v_{0}) + v_{0}) + v_{0}))$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/39,$\forall v_{0}.((v_{0} + v_{0}) + ((v_{0} + (v_{0} + v_{0})) + v_{0}) = ((v_{0} + v_{0}) + (v_{0} + (v_{0} + v_{0}))) + v_{0})$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/4,$\forall v_{0}.((v_{0} + (v_{0} + v_{0})) + ((v_{0} + v_{0}) + v_{0}) = ((v_{0} + v_{0}) + v_{0}) + (v_{0} + (v_{0} + v_{0})))$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/40,$\forall v_{0}.(((v_{0} + (v_{0} + v_{0})) + (v_{0} + v_{0})) + v_{0} = v_{0} + ((v_{0} + v_{0}) + ((v_{0} + v_{0}) + v_{0})))$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/41,$\forall v_{0}.((v_{0} + (v_{0} + v_{0})) + ((v_{0} + v_{0}) + v_{0}) = v_{0} + (((v_{0} + v_{0}) + (v_{0} + v_{0})) + v_{0}))$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/42,$\forall v_{0}.(((v_{0} + v_{0}) + v_{0}) + (v_{0} + (v_{0} + v_{0})) = ((v_{0} + v_{0}) + v_{0}) + ((v_{0} + v_{0}) + v_{0}))$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/43,$\forall v_{0}.(((v_{0} + v_{0}) + (v_{0} + (v_{0} + v_{0}))) + v_{0} = v_{0} + ((((v_{0} + v_{0}) + v_{0}) + v_{0}) + v_{0}))$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/44,$\forall v_{0}.((((v_{0} + (v_{0} + v_{0})) + v_{0}) + v_{0}) + v_{0} = v_{0} + ((v_{0} + v_{0}) + ((v_{0} + v_{0}) + v_{0})))$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/45,$\forall v_{0}.(((v_{0} + v_{0}) + (v_{0} + v_{0})) + (v_{0} + v_{0}) = (v_{0} + v_{0}) + (v_{0} + (v_{0} + (v_{0} + v_{0}))))$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/46,$\forall v_{0}.(v_{0} + (v_{0} + (v_{0} + (v_{0} + (v_{0} + v_{0})))) = v_{0} + ((v_{0} + v_{0}) + ((v_{0} + v_{0}) + v_{0})))$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/47,$\forall v_{0}.(((v_{0} + v_{0}) + v_{0}) + (v_{0} + (v_{0} + v_{0})) = (((v_{0} + v_{0}) + v_{0}) + v_{0}) + (v_{0} + v_{0}))$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/48,$\forall v_{0}.((v_{0} + ((v_{0} + v_{0}) + v_{0})) + (v_{0} + v_{0}) = ((v_{0} + v_{0}) + (v_{0} + v_{0})) + (v_{0} + v_{0}))$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/49,$\forall v_{0}.((((v_{0} + v_{0}) + v_{0}) + (v_{0} + v_{0})) + v_{0} = (v_{0} + (v_{0} + (v_{0} + v_{0}))) + (v_{0} + v_{0}))$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/5,$\forall v_{0}.(v_{0} + ((v_{0} + v_{0}) + ((v_{0} + v_{0}) + v_{0})) = ((v_{0} + v_{0}) + v_{0}) + (v_{0} + (v_{0} + v_{0})))$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/6,$\forall v_{0}.((v_{0} + v_{0}) + (v_{0} + ((v_{0} + v_{0}) + v_{0})) = v_{0} + ((v_{0} + (v_{0} + v_{0})) + (v_{0} + v_{0})))$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/7,$\forall v_{0}.((v_{0} + v_{0}) + ((v_{0} + (v_{0} + v_{0})) + v_{0}) = ((v_{0} + v_{0}) + v_{0}) + ((v_{0} + v_{0}) + v_{0}))$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/8,$\forall v_{0}.(((v_{0} + v_{0}) + v_{0}) + ((v_{0} + v_{0}) + v_{0}) = (v_{0} + (v_{0} + (v_{0} + v_{0}))) + (v_{0} + v_{0}))$,FAILED
Vampire_c,nat/add_assoc_1var_6occ/9,$\forall v_{0}.(((v_{0} + (v_{0} + v_{0})) + v_{0}) + (v_{0} + v_{0}) = v_{0} + ((v_{0} + (v_{0} + v_{0})) + (v_{0} + v_{0})))$,FAILED
Vampire_c,nat/add_s_zero_mix_18/0,|$\forall v_{0},v_{1},v_{2},v_{3},v_{4},v_{5},v_{6}.(s(s(s(s((s(v_{5}) + s(v_{4})) + v_{3})))) + (v_{0} + s(s(s(v_{6}) + v_{6}) + (v_{2} + s(v_{1})))) = s(s(s(v_{2} + (s(s(s(v_{4}))) + (((s(v_{6}) + v_{6}) + v_{0}) + (s(s(v_{3})) + s(v_{1}))))) + v_{5})))$|,FAILED
Vampire_c,nat/add_s_zero_mix_18/1,|$\forall v_{0},v_{1},v_{2},v_{3},v_{4},v_{5},v_{6}.((((s(v_{3}) + s(v_{0})) + s(s(v_{4}))) + s(((v_{3} + s(v_{1})) + (s(v_{6}) + s(v_{2}))) + s(v_{2}))) + v_{5} = s(s(v_{2}) + ((s(v_{1}) + v_{2}) + (s(s((v_{3} + s(v_{0})) + s(s(v_{5})))) + (v_{4} + s(v_{3}))))) + v_{6})$|,FAILED
Vampire_c,nat/add_s_zero_mix_18/10,|$\forall v_{0},v_{1},v_{2},v_{3},v_{4},v_{5}.((s(s(v_{0})) + s(s((s(s(v_{2})) + v_{5}) + s(s(v_{4}))))) + (s(s(v_{1})) + (v_{5} + s(v_{3}))) = (s(s(v_{5})) + v_{1}) + (((v_{3} + s(s(v_{2}))) + s(s(s(s(v_{5}))))) + s(s(v_{0}) + s(v_{4}))))$|,FAILED
Vampire_c,nat/add_s_zero_mix_18/11,|$\forall v_{0},v_{1},v_{2},v_{3},v_{4}.(s(s(v_{0})) + s(s(s(s(v_{4}) + (((s(zero) + v_{2}) + v_{3}) + s(s(s(v_{1}) + s(zero))))))) = s(s(s((s(s(s(v_{0}))) + s(s(v_{4}))) + v_{2}))) + (((zero + v_{3}) + zero) + s(s(s(v_{1})))))$|,FAILED
Vampire_c,nat/add_s_zero_mix_18/12,|$\forall v_{0},v_{1},v_{2},v_{3},v_{4},v_{5}.(s(s(s(s(v_{3}) + v_{5}))) + s(s(s(s(s(s(v_{4}) + s(v_{2})) + (v_{1} + s(v_{0})))))) = s((v_{3} + s(s(s(v_{4})))) + s(s(s(s(v_{5})) + s(v_{0})) + s(v_{2} + s(s(v_{1}))))))$|,FAILED
Vampire_c,nat/add_s_zero_mix_18/13,|$\forall v_{0},v_{1},v_{2},v_{3}.(s(s(s(s(s(v_{0} + s(s((s(v_{2}) + v_{1}) + zero) + s(v_{0}))) + s(s(s(v_{3}))))))) = s(s(s(s(v_{1})) + (v_{3} + s(s(s((zero + s(v_{0})) + (s(s(s(s(v_{0})))) + v_{2}))))))))$|,FAILED
Vampire_c,nat/add_s_zero_mix_18/14,|$\forall v_{0},v_{1},v_{2},v_{3}.(s(s((s(s(s(v_{0})) + v_{2}) + s(s(zero))) + s(s(s(s(s(v_{3}) + s(v_{1}))))))) = (s(s(v_{3})) + s(s(s(s(s(s(zero) + s(s(v_{1})))))))) + s(s(s(v_{2})) + v_{0}))$|,FAILED
Vampire_c,nat/add_s_zero_mix_18/15,|$\forall v_{0},v_{1},v_{2},v_{3},v_{4}.(s(s(s(v_{2})) + s(s(s(s(v_{3}) + s(s(s(v_{1})))) + s(s(v_{4} + s(v_{0})))))) = s(s(s(v_{3}) + s(s(s(s(s(s(v_{4})) + (s(s(v_{2})) + s(s(v_{1})))))))) + v_{0}))$|,FAILED
Vampire_c,nat/add_s_zero_mix_18/16,|$\forall v_{0},v_{1},v_{2},v_{3},v_{4},v_{5}.(((s(s(v_{4} + s(v_{3}))) + s(s(v_{2}) + s(v_{5}))) + (s(s(s(v_{4}))) + s(v_{0}))) + s(v_{1}) = s(s(s(s(s(((v_{0} + v_{2}) + s(v_{3})) + (s(v_{4}) + v_{1})))) + v_{5})) + s(s(s(s(v_{4})))))$|,FAILED
